,days,user_id,age,gender,location,timeslot,gameid,gener
36041,5,401,21,1,4,6,9,3
36042,5,401,21,1,4,7,16,5
36043,5,401,21,1,4,8,17,5
36044,5,401,21,1,4,9,19,6
36045,6,401,21,1,4,1,10,3
36046,6,401,21,1,4,2,10,3
36047,6,401,21,1,4,3,17,5
36048,6,401,21,1,4,4,7,2
36049,6,401,21,1,4,5,20,6
36050,6,401,21,1,4,6,11,3
36051,6,401,21,1,4,7,15,5
36052,6,401,21,1,4,8,14,4
36053,6,401,21,1,4,9,18,6
36054,7,401,21,1,4,1,11,3
36055,7,401,21,1,4,2,14,4
36056,7,401,21,1,4,3,14,4
36057,7,401,21,1,4,4,7,2
36058,7,401,21,1,4,5,13,4
36059,7,401,21,1,4,6,10,3
36060,7,401,21,1,4,7,5,2
36061,7,401,21,1,4,8,7,2
36062,7,401,21,1,4,9,1,1
36063,8,401,21,1,4,1,2,1
36064,8,401,21,1,4,2,2,1
36065,8,401,21,1,4,3,17,5
36066,8,401,21,1,4,4,19,6
36067,8,401,21,1,4,5,8,2
36068,8,401,21,1,4,6,18,6
36069,8,401,21,1,4,7,17,5
36070,8,401,21,1,4,8,4,1
36071,8,401,21,1,4,9,8,2
36072,9,401,21,1,4,1,3,1
36073,9,401,21,1,4,2,5,2
36074,9,401,21,1,4,3,13,4
36075,9,401,21,1,4,4,18,6
36076,9,401,21,1,4,5,3,1
36077,9,401,21,1,4,6,6,2
36078,9,401,21,1,4,7,17,5
36079,9,401,21,1,4,8,12,4
36080,9,401,21,1,4,9,4,1
36081,10,401,21,1,4,1,17,5
36082,10,401,21,1,4,2,16,5
36083,10,401,21,1,4,3,18,6
36084,10,401,21,1,4,4,7,2
36085,10,401,21,1,4,5,14,4
36086,10,401,21,1,4,6,8,2
36087,10,401,21,1,4,7,9,3
36088,10,401,21,1,4,8,1,1
36089,10,401,21,1,4,9,3,1
36090,1,402,29,3,15,1,6,2
36091,1,402,29,3,15,2,17,5
36092,1,402,29,3,15,3,9,3
36093,1,402,29,3,15,4,4,1
36094,1,402,29,3,15,5,6,2
36095,1,402,29,3,15,6,1,1
36096,1,402,29,3,15,7,9,3
36097,1,402,29,3,15,8,16,5
36098,1,402,29,3,15,9,20,6
36099,2,402,29,3,15,1,6,2
36100,2,402,29,3,15,2,2,1
36101,2,402,29,3,15,3,15,5
36102,2,402,29,3,15,4,9,3
36103,2,402,29,3,15,5,13,4
36104,2,402,29,3,15,6,7,2
36105,2,402,29,3,15,7,18,6
36106,2,402,29,3,15,8,7,2
36107,2,402,29,3,15,9,8,2
36108,3,402,29,3,15,1,17,5
36109,3,402,29,3,15,2,10,3
36110,3,402,29,3,15,3,6,2
36111,3,402,29,3,15,4,11,3
36112,3,402,29,3,15,5,2,1
36113,3,402,29,3,15,6,10,3
36114,3,402,29,3,15,7,4,1
36115,3,402,29,3,15,8,16,5
36116,3,402,29,3,15,9,3,1
36117,4,402,29,3,15,1,15,5
36118,4,402,29,3,15,2,6,2
36119,4,402,29,3,15,3,4,1
36120,4,402,29,3,15,4,4,1
36121,4,402,29,3,15,5,7,2
36122,4,402,29,3,15,6,12,4
36123,4,402,29,3,15,7,9,3
36124,4,402,29,3,15,8,2,1
36125,4,402,29,3,15,9,19,6
36126,5,402,29,3,15,1,13,4
36127,5,402,29,3,15,2,14,4
36128,5,402,29,3,15,3,9,3
36129,5,402,29,3,15,4,6,2
36130,5,402,29,3,15,5,12,4
36131,5,402,29,3,15,6,8,2
36132,5,402,29,3,15,7,13,4
36133,5,402,29,3,15,8,5,2
36134,5,402,29,3,15,9,16,5
36135,6,402,29,3,15,1,18,6
36136,6,402,29,3,15,2,5,2
36137,6,402,29,3,15,3,6,2
36138,6,402,29,3,15,4,6,2
36139,6,402,29,3,15,5,4,1
36140,6,402,29,3,15,6,17,5
36141,6,402,29,3,15,7,17,5
36142,6,402,29,3,15,8,4,1
36143,6,402,29,3,15,9,1,1
36144,7,402,29,3,15,1,10,3
36145,7,402,29,3,15,2,18,6
36146,7,402,29,3,15,3,11,3
36147,7,402,29,3,15,4,20,6
36148,7,402,29,3,15,5,1,1
36149,7,402,29,3,15,6,17,5
36150,7,402,29,3,15,7,5,2
36151,7,402,29,3,15,8,7,2
36152,7,402,29,3,15,9,17,5
36153,8,402,29,3,15,1,11,3
36154,8,402,29,3,15,2,10,3
36155,8,402,29,3,15,3,18,6
36156,8,402,29,3,15,4,11,3
36157,8,402,29,3,15,5,11,3
36158,8,402,29,3,15,6,13,4
36159,8,402,29,3,15,7,14,4
36160,8,402,29,3,15,8,13,4
36161,8,402,29,3,15,9,7,2
36162,9,402,29,3,15,1,15,5
36163,9,402,29,3,15,2,5,2
36164,9,402,29,3,15,3,19,6
36165,9,402,29,3,15,4,12,4
36166,9,402,29,3,15,5,6,2
36167,9,402,29,3,15,6,19,6
36168,9,402,29,3,15,7,17,5
36169,9,402,29,3,15,8,10,3
36170,9,402,29,3,15,9,3,1
36171,10,402,29,3,15,1,16,5
36172,10,402,29,3,15,2,19,6
36173,10,402,29,3,15,3,1,1
36174,10,402,29,3,15,4,7,2
36175,10,402,29,3,15,5,8,2
36176,10,402,29,3,15,6,19,6
36177,10,402,29,3,15,7,15,5
36178,10,402,29,3,15,8,5,2
36179,10,402,29,3,15,9,20,6
36180,1,403,27,3,16,1,13,4
36181,1,403,27,3,16,2,19,6
36182,1,403,27,3,16,3,20,6
36183,1,403,27,3,16,4,2,1
36184,1,403,27,3,16,5,1,1
36185,1,403,27,3,16,6,7,2
36186,1,403,27,3,16,7,11,3
36187,1,403,27,3,16,8,4,1
36188,1,403,27,3,16,9,8,2
36189,2,403,27,3,16,1,18,6
36190,2,403,27,3,16,2,6,2
36191,2,403,27,3,16,3,1,1
36192,2,403,27,3,16,4,9,3
36193,2,403,27,3,16,5,9,3
36194,2,403,27,3,16,6,11,3
36195,2,403,27,3,16,7,11,3
36196,2,403,27,3,16,8,4,1
36197,2,403,27,3,16,9,3,1
36198,3,403,27,3,16,1,9,3
36199,3,403,27,3,16,2,17,5
36200,3,403,27,3,16,3,8,2
36201,3,403,27,3,16,4,3,1
36202,3,403,27,3,16,5,19,6
36203,3,403,27,3,16,6,1,1
36204,3,403,27,3,16,7,7,2
36205,3,403,27,3,16,8,19,6
36206,3,403,27,3,16,9,20,6
36207,4,403,27,3,16,1,12,4
36208,4,403,27,3,16,2,16,5
36209,4,403,27,3,16,3,8,2
36210,4,403,27,3,16,4,9,3
36211,4,403,27,3,16,5,19,6
36212,4,403,27,3,16,6,3,1
36213,4,403,27,3,16,7,8,2
36214,4,403,27,3,16,8,19,6
36215,4,403,27,3,16,9,7,2
36216,5,403,27,3,16,1,9,3
36217,5,403,27,3,16,2,15,5
36218,5,403,27,3,16,3,7,2
36219,5,403,27,3,16,4,17,5
36220,5,403,27,3,16,5,7,2
36221,5,403,27,3,16,6,13,4
36222,5,403,27,3,16,7,3,1
36223,5,403,27,3,16,8,13,4
36224,5,403,27,3,16,9,12,4
36225,6,403,27,3,16,1,18,6
36226,6,403,27,3,16,2,1,1
36227,6,403,27,3,16,3,10,3
36228,6,403,27,3,16,4,20,6
36229,6,403,27,3,16,5,18,6
36230,6,403,27,3,16,6,17,5
36231,6,403,27,3,16,7,2,1
36232,6,403,27,3,16,8,17,5
36233,6,403,27,3,16,9,5,2
36234,7,403,27,3,16,1,7,2
36235,7,403,27,3,16,2,7,2
36236,7,403,27,3,16,3,9,3
36237,7,403,27,3,16,4,9,3
36238,7,403,27,3,16,5,5,2
36239,7,403,27,3,16,6,14,4
36240,7,403,27,3,16,7,3,1
36241,7,403,27,3,16,8,6,2
36242,7,403,27,3,16,9,5,2
36243,8,403,27,3,16,1,4,1
36244,8,403,27,3,16,2,3,1
36245,8,403,27,3,16,3,18,6
36246,8,403,27,3,16,4,9,3
36247,8,403,27,3,16,5,6,2
36248,8,403,27,3,16,6,16,5
36249,8,403,27,3,16,7,13,4
36250,8,403,27,3,16,8,10,3
36251,8,403,27,3,16,9,3,1
36252,9,403,27,3,16,1,15,5
36253,9,403,27,3,16,2,1,1
36254,9,403,27,3,16,3,17,5
36255,9,403,27,3,16,4,1,1
36256,9,403,27,3,16,5,11,3
36257,9,403,27,3,16,6,20,6
36258,9,403,27,3,16,7,11,3
36259,9,403,27,3,16,8,13,4
36260,9,403,27,3,16,9,1,1
36261,10,403,27,3,16,1,9,3
36262,10,403,27,3,16,2,4,1
36263,10,403,27,3,16,3,15,5
36264,10,403,27,3,16,4,8,2
36265,10,403,27,3,16,5,10,3
36266,10,403,27,3,16,6,6,2
36267,10,403,27,3,16,7,1,1
36268,10,403,27,3,16,8,9,3
36269,10,403,27,3,16,9,4,1
36270,1,404,25,1,13,1,13,4
36271,1,404,25,1,13,2,3,1
36272,1,404,25,1,13,3,1,1
36273,1,404,25,1,13,4,1,1
36274,1,404,25,1,13,5,13,4
36275,1,404,25,1,13,6,18,6
36276,1,404,25,1,13,7,8,2
36277,1,404,25,1,13,8,17,5
36278,1,404,25,1,13,9,14,4
36279,2,404,25,1,13,1,7,2
36280,2,404,25,1,13,2,13,4
36281,2,404,25,1,13,3,7,2
36282,2,404,25,1,13,4,16,5
36283,2,404,25,1,13,5,16,5
36284,2,404,25,1,13,6,9,3
36285,2,404,25,1,13,7,11,3
36286,2,404,25,1,13,8,7,2
36287,2,404,25,1,13,9,6,2
36288,3,404,25,1,13,1,8,2
36289,3,404,25,1,13,2,1,1
36290,3,404,25,1,13,3,9,3
36291,3,404,25,1,13,4,12,4
36292,3,404,25,1,13,5,9,3
36293,3,404,25,1,13,6,7,2
36294,3,404,25,1,13,7,20,6
36295,3,404,25,1,13,8,16,5
36296,3,404,25,1,13,9,10,3
36297,4,404,25,1,13,1,3,1
36298,4,404,25,1,13,2,15,5
36299,4,404,25,1,13,3,3,1
36300,4,404,25,1,13,4,13,4
36301,4,404,25,1,13,5,1,1
36302,4,404,25,1,13,6,12,4
36303,4,404,25,1,13,7,10,3
36304,4,404,25,1,13,8,8,2
36305,4,404,25,1,13,9,9,3
36306,5,404,25,1,13,1,3,1
36307,5,404,25,1,13,2,16,5
36308,5,404,25,1,13,3,5,2
36309,5,404,25,1,13,4,14,4
36310,5,404,25,1,13,5,10,3
36311,5,404,25,1,13,6,6,2
36312,5,404,25,1,13,7,17,5
36313,5,404,25,1,13,8,13,4
36314,5,404,25,1,13,9,9,3
36315,6,404,25,1,13,1,6,2
36316,6,404,25,1,13,2,3,1
36317,6,404,25,1,13,3,6,2
36318,6,404,25,1,13,4,9,3
36319,6,404,25,1,13,5,8,2
36320,6,404,25,1,13,6,16,5
36321,6,404,25,1,13,7,4,1
36322,6,404,25,1,13,8,18,6
36323,6,404,25,1,13,9,10,3
36324,7,404,25,1,13,1,13,4
36325,7,404,25,1,13,2,14,4
36326,7,404,25,1,13,3,7,2
36327,7,404,25,1,13,4,10,3
36328,7,404,25,1,13,5,7,2
36329,7,404,25,1,13,6,6,2
36330,7,404,25,1,13,7,11,3
36331,7,404,25,1,13,8,2,1
36332,7,404,25,1,13,9,5,2
36333,8,404,25,1,13,1,5,2
36334,8,404,25,1,13,2,18,6
36335,8,404,25,1,13,3,19,6
36336,8,404,25,1,13,4,1,1
36337,8,404,25,1,13,5,13,4
36338,8,404,25,1,13,6,15,5
36339,8,404,25,1,13,7,15,5
36340,8,404,25,1,13,8,5,2
36341,8,404,25,1,13,9,19,6
36342,9,404,25,1,13,1,8,2
36343,9,404,25,1,13,2,18,6
36344,9,404,25,1,13,3,11,3
36345,9,404,25,1,13,4,15,5
36346,9,404,25,1,13,5,7,2
36347,9,404,25,1,13,6,13,4
36348,9,404,25,1,13,7,13,4
36349,9,404,25,1,13,8,17,5
36350,9,404,25,1,13,9,2,1
36351,10,404,25,1,13,1,2,1
36352,10,404,25,1,13,2,4,1
36353,10,404,25,1,13,3,15,5
36354,10,404,25,1,13,4,15,5
36355,10,404,25,1,13,5,19,6
36356,10,404,25,1,13,6,15,5
36357,10,404,25,1,13,7,16,5
36358,10,404,25,1,13,8,19,6
36359,10,404,25,1,13,9,4,1
36360,1,405,22,1,7,1,9,3
36361,1,405,22,1,7,2,15,5
36362,1,405,22,1,7,3,6,2
36363,1,405,22,1,7,4,16,5
36364,1,405,22,1,7,5,19,6
36365,1,405,22,1,7,6,8,2
36366,1,405,22,1,7,7,18,6
36367,1,405,22,1,7,8,1,1
36368,1,405,22,1,7,9,19,6
36369,2,405,22,1,7,1,9,3
36370,2,405,22,1,7,2,5,2
36371,2,405,22,1,7,3,9,3
36372,2,405,22,1,7,4,8,2
36373,2,405,22,1,7,5,19,6
36374,2,405,22,1,7,6,8,2
36375,2,405,22,1,7,7,20,6
36376,2,405,22,1,7,8,18,6
36377,2,405,22,1,7,9,10,3
36378,3,405,22,1,7,1,15,5
36379,3,405,22,1,7,2,5,2
36380,3,405,22,1,7,3,12,4
36381,3,405,22,1,7,4,11,3
36382,3,405,22,1,7,5,3,1
36383,3,405,22,1,7,6,5,2
36384,3,405,22,1,7,7,5,2
36385,3,405,22,1,7,8,6,2
36386,3,405,22,1,7,9,18,6
36387,4,405,22,1,7,1,10,3
36388,4,405,22,1,7,2,15,5
36389,4,405,22,1,7,3,18,6
36390,4,405,22,1,7,4,9,3
36391,4,405,22,1,7,5,5,2
36392,4,405,22,1,7,6,14,4
36393,4,405,22,1,7,7,13,4
36394,4,405,22,1,7,8,1,1
36395,4,405,22,1,7,9,18,6
36396,5,405,22,1,7,1,2,1
36397,5,405,22,1,7,2,5,2
36398,5,405,22,1,7,3,12,4
36399,5,405,22,1,7,4,8,2
36400,5,405,22,1,7,5,2,1
36401,5,405,22,1,7,6,15,5
36402,5,405,22,1,7,7,15,5
36403,5,405,22,1,7,8,6,2
36404,5,405,22,1,7,9,1,1
36405,6,405,22,1,7,1,12,4
36406,6,405,22,1,7,2,15,5
36407,6,405,22,1,7,3,6,2
36408,6,405,22,1,7,4,11,3
36409,6,405,22,1,7,5,16,5
36410,6,405,22,1,7,6,20,6
36411,6,405,22,1,7,7,17,5
36412,6,405,22,1,7,8,15,5
36413,6,405,22,1,7,9,17,5
36414,7,405,22,1,7,1,15,5
36415,7,405,22,1,7,2,16,5
36416,7,405,22,1,7,3,2,1
36417,7,405,22,1,7,4,3,1
36418,7,405,22,1,7,5,19,6
36419,7,405,22,1,7,6,14,4
36420,7,405,22,1,7,7,7,2
36421,7,405,22,1,7,8,9,3
36422,7,405,22,1,7,9,10,3
36423,8,405,22,1,7,1,8,2
36424,8,405,22,1,7,2,3,1
36425,8,405,22,1,7,3,17,5
36426,8,405,22,1,7,4,5,2
36427,8,405,22,1,7,5,3,1
36428,8,405,22,1,7,6,14,4
36429,8,405,22,1,7,7,15,5
36430,8,405,22,1,7,8,1,1
36431,8,405,22,1,7,9,12,4
36432,9,405,22,1,7,1,14,4
36433,9,405,22,1,7,2,10,3
36434,9,405,22,1,7,3,4,1
36435,9,405,22,1,7,4,12,4
36436,9,405,22,1,7,5,18,6
36437,9,405,22,1,7,6,11,3
36438,9,405,22,1,7,7,11,3
36439,9,405,22,1,7,8,12,4
36440,9,405,22,1,7,9,11,3
36441,10,405,22,1,7,1,15,5
36442,10,405,22,1,7,2,14,4
36443,10,405,22,1,7,3,8,2
36444,10,405,22,1,7,4,4,1
36445,10,405,22,1,7,5,14,4
36446,10,405,22,1,7,6,3,1
36447,10,405,22,1,7,7,17,5
36448,10,405,22,1,7,8,9,3
36449,10,405,22,1,7,9,18,6
36450,1,406,26,1,7,1,12,4
36451,1,406,26,1,7,2,3,1
36452,1,406,26,1,7,3,12,4
36453,1,406,26,1,7,4,8,2
36454,1,406,26,1,7,5,9,3
36455,1,406,26,1,7,6,9,3
36456,1,406,26,1,7,7,1,1
36457,1,406,26,1,7,8,19,6
36458,1,406,26,1,7,9,17,5
36459,2,406,26,1,7,1,1,1
36460,2,406,26,1,7,2,14,4
36461,2,406,26,1,7,3,4,1
36462,2,406,26,1,7,4,9,3
36463,2,406,26,1,7,5,18,6
36464,2,406,26,1,7,6,7,2
36465,2,406,26,1,7,7,16,5
36466,2,406,26,1,7,8,8,2
36467,2,406,26,1,7,9,12,4
36468,3,406,26,1,7,1,6,2
36469,3,406,26,1,7,2,9,3
36470,3,406,26,1,7,3,2,1
36471,3,406,26,1,7,4,16,5
36472,3,406,26,1,7,5,6,2
36473,3,406,26,1,7,6,5,2
36474,3,406,26,1,7,7,1,1
36475,3,406,26,1,7,8,10,3
36476,3,406,26,1,7,9,3,1
36477,4,406,26,1,7,1,17,5
36478,4,406,26,1,7,2,8,2
36479,4,406,26,1,7,3,4,1
36480,4,406,26,1,7,4,3,1
36481,4,406,26,1,7,5,5,2
36482,4,406,26,1,7,6,14,4
36483,4,406,26,1,7,7,17,5
36484,4,406,26,1,7,8,2,1
36485,4,406,26,1,7,9,17,5
36486,5,406,26,1,7,1,13,4
36487,5,406,26,1,7,2,18,6
36488,5,406,26,1,7,3,2,1
36489,5,406,26,1,7,4,2,1
36490,5,406,26,1,7,5,16,5
36491,5,406,26,1,7,6,11,3
36492,5,406,26,1,7,7,4,1
36493,5,406,26,1,7,8,17,5
36494,5,406,26,1,7,9,7,2
36495,6,406,26,1,7,1,13,4
36496,6,406,26,1,7,2,18,6
36497,6,406,26,1,7,3,10,3
36498,6,406,26,1,7,4,12,4
36499,6,406,26,1,7,5,5,2
36500,6,406,26,1,7,6,1,1
36501,6,406,26,1,7,7,20,6
36502,6,406,26,1,7,8,15,5
36503,6,406,26,1,7,9,3,1
36504,7,406,26,1,7,1,6,2
36505,7,406,26,1,7,2,16,5
36506,7,406,26,1,7,3,6,2
36507,7,406,26,1,7,4,14,4
36508,7,406,26,1,7,5,5,2
36509,7,406,26,1,7,6,16,5
36510,7,406,26,1,7,7,13,4
36511,7,406,26,1,7,8,7,2
36512,7,406,26,1,7,9,12,4
36513,8,406,26,1,7,1,17,5
36514,8,406,26,1,7,2,6,2
36515,8,406,26,1,7,3,8,2
36516,8,406,26,1,7,4,3,1
36517,8,406,26,1,7,5,1,1
36518,8,406,26,1,7,6,19,6
36519,8,406,26,1,7,7,9,3
36520,8,406,26,1,7,8,7,2
36521,8,406,26,1,7,9,3,1
36522,9,406,26,1,7,1,3,1
36523,9,406,26,1,7,2,3,1
36524,9,406,26,1,7,3,14,4
36525,9,406,26,1,7,4,17,5
36526,9,406,26,1,7,5,16,5
36527,9,406,26,1,7,6,4,1
36528,9,406,26,1,7,7,8,2
36529,9,406,26,1,7,8,13,4
36530,9,406,26,1,7,9,11,3
36531,10,406,26,1,7,1,2,1
36532,10,406,26,1,7,2,6,2
36533,10,406,26,1,7,3,11,3
36534,10,406,26,1,7,4,7,2
36535,10,406,26,1,7,5,1,1
36536,10,406,26,1,7,6,19,6
36537,10,406,26,1,7,7,16,5
36538,10,406,26,1,7,8,16,5
36539,10,406,26,1,7,9,1,1
36540,1,407,20,1,15,1,13,4
36541,1,407,20,1,15,2,19,6
36542,1,407,20,1,15,3,5,2
36543,1,407,20,1,15,4,15,5
36544,1,407,20,1,15,5,6,2
36545,1,407,20,1,15,6,2,1
36546,1,407,20,1,15,7,1,1
36547,1,407,20,1,15,8,11,3
36548,1,407,20,1,15,9,16,5
36549,2,407,20,1,15,1,13,4
36550,2,407,20,1,15,2,20,6
36551,2,407,20,1,15,3,3,1
36552,2,407,20,1,15,4,17,5
36553,2,407,20,1,15,5,14,4
36554,2,407,20,1,15,6,3,1
36555,2,407,20,1,15,7,7,2
36556,2,407,20,1,15,8,16,5
36557,2,407,20,1,15,9,11,3
36558,3,407,20,1,15,1,6,2
36559,3,407,20,1,15,2,10,3
36560,3,407,20,1,15,3,4,1
36561,3,407,20,1,15,4,11,3
36562,3,407,20,1,15,5,18,6
36563,3,407,20,1,15,6,4,1
36564,3,407,20,1,15,7,6,2
36565,3,407,20,1,15,8,19,6
36566,3,407,20,1,15,9,19,6
36567,4,407,20,1,15,1,8,2
36568,4,407,20,1,15,2,3,1
36569,4,407,20,1,15,3,16,5
36570,4,407,20,1,15,4,12,4
36571,4,407,20,1,15,5,7,2
36572,4,407,20,1,15,6,7,2
36573,4,407,20,1,15,7,1,1
36574,4,407,20,1,15,8,5,2
36575,4,407,20,1,15,9,6,2
36576,5,407,20,1,15,1,9,3
36577,5,407,20,1,15,2,18,6
36578,5,407,20,1,15,3,4,1
36579,5,407,20,1,15,4,20,6
36580,5,407,20,1,15,5,4,1
36581,5,407,20,1,15,6,2,1
36582,5,407,20,1,15,7,3,1
36583,5,407,20,1,15,8,9,3
36584,5,407,20,1,15,9,14,4
36585,6,407,20,1,15,1,9,3
36586,6,407,20,1,15,2,4,1
36587,6,407,20,1,15,3,15,5
36588,6,407,20,1,15,4,17,5
36589,6,407,20,1,15,5,13,4
36590,6,407,20,1,15,6,9,3
36591,6,407,20,1,15,7,5,2
36592,6,407,20,1,15,8,12,4
36593,6,407,20,1,15,9,3,1
36594,7,407,20,1,15,1,11,3
36595,7,407,20,1,15,2,8,2
36596,7,407,20,1,15,3,9,3
36597,7,407,20,1,15,4,11,3
36598,7,407,20,1,15,5,15,5
36599,7,407,20,1,15,6,2,1
36600,7,407,20,1,15,7,4,1
36601,7,407,20,1,15,8,4,1
36602,7,407,20,1,15,9,13,4
36603,8,407,20,1,15,1,10,3
36604,8,407,20,1,15,2,2,1
36605,8,407,20,1,15,3,1,1
36606,8,407,20,1,15,4,20,6
36607,8,407,20,1,15,5,15,5
36608,8,407,20,1,15,6,10,3
36609,8,407,20,1,15,7,13,4
36610,8,407,20,1,15,8,18,6
36611,8,407,20,1,15,9,14,4
36612,9,407,20,1,15,1,15,5
36613,9,407,20,1,15,2,17,5
36614,9,407,20,1,15,3,15,5
36615,9,407,20,1,15,4,20,6
36616,9,407,20,1,15,5,14,4
36617,9,407,20,1,15,6,20,6
36618,9,407,20,1,15,7,15,5
36619,9,407,20,1,15,8,9,3
36620,9,407,20,1,15,9,13,4
36621,10,407,20,1,15,1,2,1
36622,10,407,20,1,15,2,20,6
36623,10,407,20,1,15,3,3,1
36624,10,407,20,1,15,4,10,3
36625,10,407,20,1,15,5,15,5
36626,10,407,20,1,15,6,9,3
36627,10,407,20,1,15,7,6,2
36628,10,407,20,1,15,8,20,6
36629,10,407,20,1,15,9,11,3
36630,1,408,27,2,16,1,10,3
36631,1,408,27,2,16,2,18,6
36632,1,408,27,2,16,3,15,5
36633,1,408,27,2,16,4,13,4
36634,1,408,27,2,16,5,9,3
36635,1,408,27,2,16,6,7,2
36636,1,408,27,2,16,7,6,2
36637,1,408,27,2,16,8,8,2
36638,1,408,27,2,16,9,1,1
36639,2,408,27,2,16,1,14,4
36640,2,408,27,2,16,2,10,3
36641,2,408,27,2,16,3,13,4
36642,2,408,27,2,16,4,15,5
36643,2,408,27,2,16,5,15,5
36644,2,408,27,2,16,6,17,5
36645,2,408,27,2,16,7,13,4
36646,2,408,27,2,16,8,1,1
36647,2,408,27,2,16,9,15,5
36648,3,408,27,2,16,1,4,1
36649,3,408,27,2,16,2,16,5
36650,3,408,27,2,16,3,13,4
36651,3,408,27,2,16,4,4,1
36652,3,408,27,2,16,5,1,1
36653,3,408,27,2,16,6,3,1
36654,3,408,27,2,16,7,20,6
36655,3,408,27,2,16,8,11,3
36656,3,408,27,2,16,9,2,1
36657,4,408,27,2,16,1,19,6
36658,4,408,27,2,16,2,2,1
36659,4,408,27,2,16,3,10,3
36660,4,408,27,2,16,4,12,4
36661,4,408,27,2,16,5,15,5
36662,4,408,27,2,16,6,5,2
36663,4,408,27,2,16,7,20,6
36664,4,408,27,2,16,8,15,5
36665,4,408,27,2,16,9,10,3
36666,5,408,27,2,16,1,13,4
36667,5,408,27,2,16,2,2,1
36668,5,408,27,2,16,3,1,1
36669,5,408,27,2,16,4,19,6
36670,5,408,27,2,16,5,1,1
36671,5,408,27,2,16,6,6,2
36672,5,408,27,2,16,7,5,2
36673,5,408,27,2,16,8,9,3
36674,5,408,27,2,16,9,13,4
36675,6,408,27,2,16,1,15,5
36676,6,408,27,2,16,2,10,3
36677,6,408,27,2,16,3,13,4
36678,6,408,27,2,16,4,19,6
36679,6,408,27,2,16,5,15,5
36680,6,408,27,2,16,6,11,3
36681,6,408,27,2,16,7,2,1
36682,6,408,27,2,16,8,3,1
36683,6,408,27,2,16,9,6,2
36684,7,408,27,2,16,1,9,3
36685,7,408,27,2,16,2,16,5
36686,7,408,27,2,16,3,10,3
36687,7,408,27,2,16,4,13,4
36688,7,408,27,2,16,5,1,1
36689,7,408,27,2,16,6,2,1
36690,7,408,27,2,16,7,15,5
36691,7,408,27,2,16,8,1,1
36692,7,408,27,2,16,9,12,4
36693,8,408,27,2,16,1,19,6
36694,8,408,27,2,16,2,13,4
36695,8,408,27,2,16,3,10,3
36696,8,408,27,2,16,4,11,3
36697,8,408,27,2,16,5,12,4
36698,8,408,27,2,16,6,6,2
36699,8,408,27,2,16,7,19,6
36700,8,408,27,2,16,8,5,2
36701,8,408,27,2,16,9,17,5
36702,9,408,27,2,16,1,17,5
36703,9,408,27,2,16,2,18,6
36704,9,408,27,2,16,3,12,4
36705,9,408,27,2,16,4,9,3
36706,9,408,27,2,16,5,5,2
36707,9,408,27,2,16,6,11,3
36708,9,408,27,2,16,7,14,4
36709,9,408,27,2,16,8,20,6
36710,9,408,27,2,16,9,14,4
36711,10,408,27,2,16,1,4,1
36712,10,408,27,2,16,2,10,3
36713,10,408,27,2,16,3,6,2
36714,10,408,27,2,16,4,15,5
36715,10,408,27,2,16,5,2,1
36716,10,408,27,2,16,6,3,1
36717,10,408,27,2,16,7,4,1
36718,10,408,27,2,16,8,9,3
36719,10,408,27,2,16,9,8,2
36720,1,409,30,1,14,1,15,5
36721,1,409,30,1,14,2,20,6
36722,1,409,30,1,14,3,11,3
36723,1,409,30,1,14,4,2,1
36724,1,409,30,1,14,5,6,2
36725,1,409,30,1,14,6,5,2
36726,1,409,30,1,14,7,14,4
36727,1,409,30,1,14,8,17,5
36728,1,409,30,1,14,9,19,6
36729,2,409,30,1,14,1,13,4
36730,2,409,30,1,14,2,12,4
36731,2,409,30,1,14,3,1,1
36732,2,409,30,1,14,4,7,2
36733,2,409,30,1,14,5,4,1
36734,2,409,30,1,14,6,7,2
36735,2,409,30,1,14,7,17,5
36736,2,409,30,1,14,8,7,2
36737,2,409,30,1,14,9,20,6
36738,3,409,30,1,14,1,6,2
36739,3,409,30,1,14,2,17,5
36740,3,409,30,1,14,3,5,2
36741,3,409,30,1,14,4,3,1
36742,3,409,30,1,14,5,12,4
36743,3,409,30,1,14,6,16,5
36744,3,409,30,1,14,7,6,2
36745,3,409,30,1,14,8,20,6
36746,3,409,30,1,14,9,14,4
36747,4,409,30,1,14,1,8,2
36748,4,409,30,1,14,2,9,3
36749,4,409,30,1,14,3,20,6
36750,4,409,30,1,14,4,1,1
36751,4,409,30,1,14,5,14,4
36752,4,409,30,1,14,6,4,1
36753,4,409,30,1,14,7,16,5
36754,4,409,30,1,14,8,13,4
36755,4,409,30,1,14,9,13,4
36756,5,409,30,1,14,1,13,4
36757,5,409,30,1,14,2,15,5
36758,5,409,30,1,14,3,9,3
36759,5,409,30,1,14,4,13,4
36760,5,409,30,1,14,5,5,2
36761,5,409,30,1,14,6,19,6
36762,5,409,30,1,14,7,18,6
36763,5,409,30,1,14,8,9,3
36764,5,409,30,1,14,9,16,5
36765,6,409,30,1,14,1,8,2
36766,6,409,30,1,14,2,7,2
36767,6,409,30,1,14,3,6,2
36768,6,409,30,1,14,4,7,2
36769,6,409,30,1,14,5,20,6
36770,6,409,30,1,14,6,3,1
36771,6,409,30,1,14,7,1,1
36772,6,409,30,1,14,8,17,5
36773,6,409,30,1,14,9,1,1
36774,7,409,30,1,14,1,5,2
36775,7,409,30,1,14,2,12,4
