"days,user_id,age,gender,location,timeslot,gameid,gener"
"9,363,21,2,4,9,3,1"
"10,363,21,2,4,1,8,2"
"10,363,21,2,4,2,16,5"
"10,363,21,2,4,3,3,1"
"10,363,21,2,4,4,13,4"
"10,363,21,2,4,5,9,3"
"10,363,21,2,4,6,8,2"
"10,363,21,2,4,7,7,2"
"10,363,21,2,4,8,18,6"
"10,363,21,2,4,9,19,6"
"1,364,20,2,1,1,5,2"
"1,364,20,2,1,2,8,2"
"1,364,20,2,1,3,14,4"
"1,364,20,2,1,4,10,3"
"1,364,20,2,1,5,17,5"
"1,364,20,2,1,6,14,4"
"1,364,20,2,1,7,10,3"
"1,364,20,2,1,8,8,2"
"1,364,20,2,1,9,18,6"
"2,364,20,2,1,1,8,2"
"2,364,20,2,1,2,19,6"
"2,364,20,2,1,3,11,3"
"2,364,20,2,1,4,11,3"
"2,364,20,2,1,5,2,1"
"2,364,20,2,1,6,7,2"
"2,364,20,2,1,7,5,2"
"2,364,20,2,1,8,7,2"
"2,364,20,2,1,9,16,5"
"3,364,20,2,1,1,19,6"
"3,364,20,2,1,2,19,6"
"3,364,20,2,1,3,11,3"
"3,364,20,2,1,4,17,5"
"3,364,20,2,1,5,2,1"
"3,364,20,2,1,6,14,4"
"3,364,20,2,1,7,16,5"
"3,364,20,2,1,8,8,2"
"3,364,20,2,1,9,19,6"
"4,364,20,2,1,1,10,3"
"4,364,20,2,1,2,14,4"
"4,364,20,2,1,3,7,2"
"4,364,20,2,1,4,11,3"
"4,364,20,2,1,5,20,6"
"4,364,20,2,1,6,20,6"
"4,364,20,2,1,7,8,2"
"4,364,20,2,1,8,18,6"
"4,364,20,2,1,9,6,2"
"5,364,20,2,1,1,18,6"
"5,364,20,2,1,2,18,6"
"5,364,20,2,1,3,15,5"
"5,364,20,2,1,4,16,5"
"5,364,20,2,1,5,11,3"
"5,364,20,2,1,6,6,2"
"5,364,20,2,1,7,18,6"
"5,364,20,2,1,8,4,1"
"5,364,20,2,1,9,12,4"
"6,364,20,2,1,1,10,3"
"6,364,20,2,1,2,19,6"
"6,364,20,2,1,3,17,5"
"6,364,20,2,1,4,2,1"
"6,364,20,2,1,5,1,1"
"6,364,20,2,1,6,2,1"
"6,364,20,2,1,7,10,3"
"6,364,20,2,1,8,11,3"
"6,364,20,2,1,9,17,5"
"7,364,20,2,1,1,6,2"
"7,364,20,2,1,2,13,4"
"7,364,20,2,1,3,19,6"
"7,364,20,2,1,4,4,1"
"7,364,20,2,1,5,3,1"
"7,364,20,2,1,6,6,2"
"7,364,20,2,1,7,18,6"
"7,364,20,2,1,8,7,2"
"7,364,20,2,1,9,15,5"
"8,364,20,2,1,1,15,5"
"8,364,20,2,1,2,15,5"
"8,364,20,2,1,3,10,3"
"8,364,20,2,1,4,19,6"
"8,364,20,2,1,5,6,2"
"8,364,20,2,1,6,4,1"
"8,364,20,2,1,7,10,3"
"8,364,20,2,1,8,8,2"
"8,364,20,2,1,9,6,2"
"9,364,20,2,1,1,7,2"
"9,364,20,2,1,2,19,6"
"9,364,20,2,1,3,20,6"
"9,364,20,2,1,4,19,6"
"9,364,20,2,1,5,2,1"
"9,364,20,2,1,6,9,3"
"9,364,20,2,1,7,3,1"
"9,364,20,2,1,8,16,5"
"9,364,20,2,1,9,4,1"
"10,364,20,2,1,1,1,1"
"10,364,20,2,1,2,11,3"
"10,364,20,2,1,3,14,4"
"10,364,20,2,1,4,14,4"
"10,364,20,2,1,5,9,3"
"10,364,20,2,1,6,19,6"
"10,364,20,2,1,7,9,3"
"10,364,20,2,1,8,3,1"
"10,364,20,2,1,9,14,4"
"1,365,30,3,18,1,3,1"
"1,365,30,3,18,2,4,1"
"1,365,30,3,18,3,6,2"
"1,365,30,3,18,4,3,1"
"1,365,30,3,18,5,9,3"
"1,365,30,3,18,6,9,3"
"1,365,30,3,18,7,13,4"
"1,365,30,3,18,8,2,1"
"1,365,30,3,18,9,5,2"
"2,365,30,3,18,1,4,1"
"2,365,30,3,18,2,19,6"
"2,365,30,3,18,3,17,5"
"2,365,30,3,18,4,10,3"
"2,365,30,3,18,5,16,5"
"2,365,30,3,18,6,19,6"
"2,365,30,3,18,7,12,4"
"2,365,30,3,18,8,3,1"
"2,365,30,3,18,9,13,4"
"3,365,30,3,18,1,18,6"
"3,365,30,3,18,2,4,1"
"3,365,30,3,18,3,5,2"
"3,365,30,3,18,4,6,2"
"3,365,30,3,18,5,6,2"
"3,365,30,3,18,6,6,2"
"3,365,30,3,18,7,9,3"
"3,365,30,3,18,8,10,3"
"3,365,30,3,18,9,19,6"
"4,365,30,3,18,1,19,6"
"4,365,30,3,18,2,12,4"
"4,365,30,3,18,3,14,4"
"4,365,30,3,18,4,20,6"
"4,365,30,3,18,5,6,2"
"4,365,30,3,18,6,1,1"
"4,365,30,3,18,7,15,5"
"4,365,30,3,18,8,13,4"
"4,365,30,3,18,9,14,4"
"5,365,30,3,18,1,6,2"
"5,365,30,3,18,2,8,2"
"5,365,30,3,18,3,3,1"
"5,365,30,3,18,4,5,2"
"5,365,30,3,18,5,11,3"
"5,365,30,3,18,6,14,4"
"5,365,30,3,18,7,15,5"
"5,365,30,3,18,8,7,2"
"5,365,30,3,18,9,16,5"
"6,365,30,3,18,1,9,3"
"6,365,30,3,18,2,19,6"
"6,365,30,3,18,3,3,1"
"6,365,30,3,18,4,7,2"
"6,365,30,3,18,5,12,4"
"6,365,30,3,18,6,5,2"
"6,365,30,3,18,7,20,6"
"6,365,30,3,18,8,3,1"
"6,365,30,3,18,9,12,4"
"7,365,30,3,18,1,6,2"
"7,365,30,3,18,2,19,6"
"7,365,30,3,18,3,15,5"
"7,365,30,3,18,4,13,4"
"7,365,30,3,18,5,20,6"
"7,365,30,3,18,6,1,1"
"7,365,30,3,18,7,18,6"
"7,365,30,3,18,8,1,1"
"7,365,30,3,18,9,8,2"
"8,365,30,3,18,1,12,4"
"8,365,30,3,18,2,17,5"
"8,365,30,3,18,3,12,4"
"8,365,30,3,18,4,14,4"
"8,365,30,3,18,5,4,1"
"8,365,30,3,18,6,4,1"
"8,365,30,3,18,7,3,1"
"8,365,30,3,18,8,10,3"
"8,365,30,3,18,9,5,2"
"9,365,30,3,18,1,17,5"
"9,365,30,3,18,2,10,3"
"9,365,30,3,18,3,18,6"
"9,365,30,3,18,4,6,2"
"9,365,30,3,18,5,14,4"
"9,365,30,3,18,6,14,4"
"9,365,30,3,18,7,11,3"
"9,365,30,3,18,8,3,1"
"9,365,30,3,18,9,13,4"
"10,365,30,3,18,1,10,3"
"10,365,30,3,18,2,10,3"
"10,365,30,3,18,3,13,4"
"10,365,30,3,18,4,12,4"
"10,365,30,3,18,5,14,4"
"10,365,30,3,18,6,14,4"
"10,365,30,3,18,7,3,1"
"10,365,30,3,18,8,4,1"
"10,365,30,3,18,9,16,5"
"1,366,24,1,10,1,17,5"
"1,366,24,1,10,2,1,1"
"1,366,24,1,10,3,16,5"
"1,366,24,1,10,4,10,3"
"1,366,24,1,10,5,11,3"
"1,366,24,1,10,6,8,2"
"1,366,24,1,10,7,4,1"
"1,366,24,1,10,8,3,1"
"1,366,24,1,10,9,18,6"
"2,366,24,1,10,1,2,1"
"2,366,24,1,10,2,12,4"
"2,366,24,1,10,3,15,5"
"2,366,24,1,10,4,18,6"
"2,366,24,1,10,5,11,3"
"2,366,24,1,10,6,2,1"
"2,366,24,1,10,7,5,2"
"2,366,24,1,10,8,12,4"
"2,366,24,1,10,9,16,5"
"3,366,24,1,10,1,7,2"
"3,366,24,1,10,2,9,3"
"3,366,24,1,10,3,8,2"
"3,366,24,1,10,4,17,5"
"3,366,24,1,10,5,18,6"
"3,366,24,1,10,6,6,2"
"3,366,24,1,10,7,11,3"
"3,366,24,1,10,8,4,1"
"3,366,24,1,10,9,10,3"
"4,366,24,1,10,1,20,6"
"4,366,24,1,10,2,2,1"
"4,366,24,1,10,3,2,1"
"4,366,24,1,10,4,9,3"
"4,366,24,1,10,5,6,2"
"4,366,24,1,10,6,15,5"
"4,366,24,1,10,7,16,5"
"4,366,24,1,10,8,10,3"
"4,366,24,1,10,9,3,1"
"5,366,24,1,10,1,15,5"
"5,366,24,1,10,2,15,5"
"5,366,24,1,10,3,17,5"
"5,366,24,1,10,4,5,2"
"5,366,24,1,10,5,6,2"
"5,366,24,1,10,6,19,6"
"5,366,24,1,10,7,8,2"
"5,366,24,1,10,8,2,1"
"5,366,24,1,10,9,7,2"
"6,366,24,1,10,1,13,4"
"6,366,24,1,10,2,8,2"
"6,366,24,1,10,3,3,1"
"6,366,24,1,10,4,1,1"
"6,366,24,1,10,5,13,4"
"6,366,24,1,10,6,16,5"
"6,366,24,1,10,7,18,6"
"6,366,24,1,10,8,16,5"
"6,366,24,1,10,9,4,1"
"7,366,24,1,10,1,16,5"
"7,366,24,1,10,2,1,1"
"7,366,24,1,10,3,11,3"
"7,366,24,1,10,4,13,4"
"7,366,24,1,10,5,4,1"
"7,366,24,1,10,6,16,5"
"7,366,24,1,10,7,16,5"
"7,366,24,1,10,8,2,1"
"7,366,24,1,10,9,2,1"
"8,366,24,1,10,1,3,1"
"8,366,24,1,10,2,8,2"
"8,366,24,1,10,3,5,2"
"8,366,24,1,10,4,3,1"
"8,366,24,1,10,5,9,3"
"8,366,24,1,10,6,3,1"
"8,366,24,1,10,7,8,2"
"8,366,24,1,10,8,8,2"
"8,366,24,1,10,9,18,6"
"9,366,24,1,10,1,12,4"
"9,366,24,1,10,2,15,5"
"9,366,24,1,10,3,13,4"
"9,366,24,1,10,4,1,1"
"9,366,24,1,10,5,20,6"
"9,366,24,1,10,6,3,1"
"9,366,24,1,10,7,11,3"
"9,366,24,1,10,8,1,1"
"9,366,24,1,10,9,8,2"
"10,366,24,1,10,1,7,2"
"10,366,24,1,10,2,1,1"
"10,366,24,1,10,3,4,1"
"10,366,24,1,10,4,14,4"
"10,366,24,1,10,5,13,4"
"10,366,24,1,10,6,11,3"
"10,366,24,1,10,7,13,4"
"10,366,24,1,10,8,8,2"
"10,366,24,1,10,9,3,1"
"1,367,30,3,15,1,5,2"
"1,367,30,3,15,2,2,1"
"1,367,30,3,15,3,1,1"
"1,367,30,3,15,4,16,5"
"1,367,30,3,15,5,11,3"
"1,367,30,3,15,6,4,1"
"1,367,30,3,15,7,20,6"
"1,367,30,3,15,8,12,4"
"1,367,30,3,15,9,20,6"
"2,367,30,3,15,1,20,6"
"2,367,30,3,15,2,16,5"
"2,367,30,3,15,3,18,6"
"2,367,30,3,15,4,16,5"
"2,367,30,3,15,5,20,6"
"2,367,30,3,15,6,20,6"
"2,367,30,3,15,7,20,6"
"2,367,30,3,15,8,7,2"
"2,367,30,3,15,9,1,1"
"3,367,30,3,15,1,13,4"
"3,367,30,3,15,2,10,3"
"3,367,30,3,15,3,11,3"
"3,367,30,3,15,4,7,2"
"3,367,30,3,15,5,15,5"
"3,367,30,3,15,6,1,1"
"3,367,30,3,15,7,3,1"
"3,367,30,3,15,8,20,6"
"3,367,30,3,15,9,10,3"
"4,367,30,3,15,1,3,1"
"4,367,30,3,15,2,5,2"
"4,367,30,3,15,3,12,4"
"4,367,30,3,15,4,19,6"
"4,367,30,3,15,5,4,1"
"4,367,30,3,15,6,12,4"
"4,367,30,3,15,7,1,1"
"4,367,30,3,15,8,15,5"
"4,367,30,3,15,9,7,2"
"5,367,30,3,15,1,4,1"
"5,367,30,3,15,2,20,6"
"5,367,30,3,15,3,3,1"
"5,367,30,3,15,4,20,6"
"5,367,30,3,15,5,11,3"
"5,367,30,3,15,6,13,4"
"5,367,30,3,15,7,9,3"
"5,367,30,3,15,8,10,3"
"5,367,30,3,15,9,14,4"
"6,367,30,3,15,1,6,2"
"6,367,30,3,15,2,14,4"
"6,367,30,3,15,3,12,4"
"6,367,30,3,15,4,7,2"
"6,367,30,3,15,5,14,4"
"6,367,30,3,15,6,19,6"
"6,367,30,3,15,7,16,5"
"6,367,30,3,15,8,20,6"
"6,367,30,3,15,9,5,2"
"7,367,30,3,15,1,15,5"
"7,367,30,3,15,2,10,3"
"7,367,30,3,15,3,7,2"
"7,367,30,3,15,4,4,1"
"7,367,30,3,15,5,17,5"
"7,367,30,3,15,6,9,3"
"7,367,30,3,15,7,12,4"
"7,367,30,3,15,8,8,2"
"7,367,30,3,15,9,7,2"
"8,367,30,3,15,1,14,4"
"8,367,30,3,15,2,11,3"
"8,367,30,3,15,3,4,1"
"8,367,30,3,15,4,9,3"
"8,367,30,3,15,5,18,6"
"8,367,30,3,15,6,7,2"
"8,367,30,3,15,7,16,5"
"8,367,30,3,15,8,10,3"
"8,367,30,3,15,9,2,1"
"9,367,30,3,15,1,16,5"
"9,367,30,3,15,2,16,5"
"9,367,30,3,15,3,15,5"
"9,367,30,3,15,4,13,4"
"9,367,30,3,15,5,19,6"
"9,367,30,3,15,6,18,6"
"9,367,30,3,15,7,11,3"
"9,367,30,3,15,8,18,6"
"9,367,30,3,15,9,17,5"
"10,367,30,3,15,1,4,1"
"10,367,30,3,15,2,12,4"
"10,367,30,3,15,3,12,4"
"10,367,30,3,15,4,6,2"
"10,367,30,3,15,5,16,5"
"10,367,30,3,15,6,16,5"
"10,367,30,3,15,7,20,6"
"10,367,30,3,15,8,9,3"
"10,367,30,3,15,9,10,3"
"1,368,23,3,19,1,13,4"
"1,368,23,3,19,2,14,4"
"1,368,23,3,19,3,20,6"
"1,368,23,3,19,4,1,1"
"1,368,23,3,19,5,19,6"
"1,368,23,3,19,6,9,3"
"1,368,23,3,19,7,12,4"
"1,368,23,3,19,8,15,5"
"1,368,23,3,19,9,16,5"
"2,368,23,3,19,1,14,4"
"2,368,23,3,19,2,15,5"
"2,368,23,3,19,3,7,2"
"2,368,23,3,19,4,11,3"
"2,368,23,3,19,5,17,5"
"2,368,23,3,19,6,10,3"
"2,368,23,3,19,7,20,6"
"2,368,23,3,19,8,17,5"
"2,368,23,3,19,9,4,1"
"3,368,23,3,19,1,19,6"
"3,368,23,3,19,2,12,4"
"3,368,23,3,19,3,15,5"
"3,368,23,3,19,4,16,5"
"3,368,23,3,19,5,11,3"
"3,368,23,3,19,6,9,3"
"3,368,23,3,19,7,10,3"
"3,368,23,3,19,8,12,4"
"3,368,23,3,19,9,14,4"
"4,368,23,3,19,1,4,1"
"4,368,23,3,19,2,13,4"
"4,368,23,3,19,3,19,6"
"4,368,23,3,19,4,14,4"
"4,368,23,3,19,5,1,1"
"4,368,23,3,19,6,3,1"
"4,368,23,3,19,7,18,6"
"4,368,23,3,19,8,20,6"
"4,368,23,3,19,9,2,1"
"5,368,23,3,19,1,3,1"
"5,368,23,3,19,2,5,2"
"5,368,23,3,19,3,8,2"
"5,368,23,3,19,4,20,6"
"5,368,23,3,19,5,19,6"
"5,368,23,3,19,6,6,2"
"5,368,23,3,19,7,8,2"
"5,368,23,3,19,8,14,4"
"5,368,23,3,19,9,18,6"
"6,368,23,3,19,1,18,6"
"6,368,23,3,19,2,3,1"
"6,368,23,3,19,3,10,3"
"6,368,23,3,19,4,17,5"
"6,368,23,3,19,5,4,1"
"6,368,23,3,19,6,12,4"
"6,368,23,3,19,7,15,5"
"6,368,23,3,19,8,20,6"
"6,368,23,3,19,9,6,2"
"7,368,23,3,19,1,1,1"
"7,368,23,3,19,2,13,4"
"7,368,23,3,19,3,19,6"
"7,368,23,3,19,4,2,1"
"7,368,23,3,19,5,16,5"
"7,368,23,3,19,6,8,2"
"7,368,23,3,19,7,20,6"
"7,368,23,3,19,8,1,1"
"7,368,23,3,19,9,8,2"
"8,368,23,3,19,1,9,3"
"8,368,23,3,19,2,1,1"
"8,368,23,3,19,3,1,1"
"8,368,23,3,19,4,17,5"
"8,368,23,3,19,5,13,4"
"8,368,23,3,19,6,2,1"
"8,368,23,3,19,7,10,3"
"8,368,23,3,19,8,17,5"
"8,368,23,3,19,9,17,5"
"9,368,23,3,19,1,17,5"
"9,368,23,3,19,2,4,1"
"9,368,23,3,19,3,6,2"
"9,368,23,3,19,4,18,6"
"9,368,23,3,19,5,10,3"
"9,368,23,3,19,6,19,6"
"9,368,23,3,19,7,11,3"
"9,368,23,3,19,8,7,2"
"9,368,23,3,19,9,1,1"
"10,368,23,3,19,1,17,5"
"10,368,23,3,19,2,4,1"
"10,368,23,3,19,3,10,3"
"10,368,23,3,19,4,1,1"
"10,368,23,3,19,5,15,5"
"10,368,23,3,19,6,19,6"
"10,368,23,3,19,7,15,5"
"10,368,23,3,19,8,16,5"
"10,368,23,3,19,9,18,6"
"1,369,29,3,10,1,18,6"
"1,369,29,3,10,2,1,1"
"1,369,29,3,10,3,6,2"
"1,369,29,3,10,4,8,2"
"1,369,29,3,10,5,10,3"
"1,369,29,3,10,6,4,1"
"1,369,29,3,10,7,14,4"
"1,369,29,3,10,8,13,4"
"1,369,29,3,10,9,5,2"
"2,369,29,3,10,1,20,6"
"2,369,29,3,10,2,8,2"
"2,369,29,3,10,3,10,3"
"2,369,29,3,10,4,11,3"
"2,369,29,3,10,5,5,2"
"2,369,29,3,10,6,11,3"
"2,369,29,3,10,7,8,2"
"2,369,29,3,10,8,19,6"
"2,369,29,3,10,9,20,6"
"3,369,29,3,10,1,7,2"
"3,369,29,3,10,2,20,6"
"3,369,29,3,10,3,8,2"
"3,369,29,3,10,4,11,3"
"3,369,29,3,10,5,10,3"
"3,369,29,3,10,6,10,3"
"3,369,29,3,10,7,8,2"
"3,369,29,3,10,8,13,4"
"3,369,29,3,10,9,18,6"
"4,369,29,3,10,1,14,4"
"4,369,29,3,10,2,4,1"
"4,369,29,3,10,3,10,3"
"4,369,29,3,10,4,1,1"
"4,369,29,3,10,5,12,4"
"4,369,29,3,10,6,6,2"
"4,369,29,3,10,7,9,3"
"4,369,29,3,10,8,4,1"
"4,369,29,3,10,9,10,3"
"5,369,29,3,10,1,9,3"
"5,369,29,3,10,2,10,3"
"5,369,29,3,10,3,8,2"
"5,369,29,3,10,4,13,4"
"5,369,29,3,10,5,6,2"
"5,369,29,3,10,6,16,5"
"5,369,29,3,10,7,4,1"
"5,369,29,3,10,8,3,1"
"5,369,29,3,10,9,10,3"
"6,369,29,3,10,1,8,2"
"6,369,29,3,10,2,11,3"
"6,369,29,3,10,3,6,2"
"6,369,29,3,10,4,16,5"
"6,369,29,3,10,5,2,1"
"6,369,29,3,10,6,16,5"
"6,369,29,3,10,7,16,5"
"6,369,29,3,10,8,9,3"
"6,369,29,3,10,9,2,1"
"7,369,29,3,10,1,7,2"
"7,369,29,3,10,2,20,6"
"7,369,29,3,10,3,7,2"
"7,369,29,3,10,4,2,1"
"7,369,29,3,10,5,18,6"
"7,369,29,3,10,6,4,1"
"7,369,29,3,10,7,18,6"
"7,369,29,3,10,8,18,6"
"7,369,29,3,10,9,8,2"
"8,369,29,3,10,1,7,2"
"8,369,29,3,10,2,14,4"
"8,369,29,3,10,3,12,4"
"8,369,29,3,10,4,19,6"
"8,369,29,3,10,5,4,1"
"8,369,29,3,10,6,3,1"
"8,369,29,3,10,7,3,1"
"8,369,29,3,10,8,8,2"
"8,369,29,3,10,9,19,6"
"9,369,29,3,10,1,19,6"
"9,369,29,3,10,2,19,6"
"9,369,29,3,10,3,14,4"
"9,369,29,3,10,4,6,2"
"9,369,29,3,10,5,17,5"
"9,369,29,3,10,6,8,2"
"9,369,29,3,10,7,8,2"
"9,369,29,3,10,8,13,4"
"9,369,29,3,10,9,5,2"
"10,369,29,3,10,1,17,5"
"10,369,29,3,10,2,18,6"
"10,369,29,3,10,3,8,2"
"10,369,29,3,10,4,4,1"
"10,369,29,3,10,5,12,4"
"10,369,29,3,10,6,1,1"
"10,369,29,3,10,7,18,6"
"10,369,29,3,10,8,10,3"
"10,369,29,3,10,9,12,4"
"1,370,26,1,19,1,14,4"
"1,370,26,1,19,2,14,4"
"1,370,26,1,19,3,11,3"
"1,370,26,1,19,4,3,1"
"1,370,26,1,19,5,2,1"
"1,370,26,1,19,6,12,4"
"1,370,26,1,19,7,2,1"
"1,370,26,1,19,8,2,1"
"1,370,26,1,19,9,19,6"
"2,370,26,1,19,1,2,1"
"2,370,26,1,19,2,9,3"
"2,370,26,1,19,3,7,2"
"2,370,26,1,19,4,13,4"
"2,370,26,1,19,5,7,2"
"2,370,26,1,19,6,5,2"
"2,370,26,1,19,7,9,3"
"2,370,26,1,19,8,18,6"
"2,370,26,1,19,9,1,1"
"3,370,26,1,19,1,18,6"
"3,370,26,1,19,2,18,6"
"3,370,26,1,19,3,20,6"
"3,370,26,1,19,4,2,1"
"3,370,26,1,19,5,16,5"
"3,370,26,1,19,6,7,2"
"3,370,26,1,19,7,19,6"
"3,370,26,1,19,8,18,6"
"3,370,26,1,19,9,14,4"
"4,370,26,1,19,1,11,3"
"4,370,26,1,19,2,3,1"
"4,370,26,1,19,3,10,3"
"4,370,26,1,19,4,5,2"
"4,370,26,1,19,5,8,2"
"4,370,26,1,19,6,13,4"
"4,370,26,1,19,7,8,2"
"4,370,26,1,19,8,12,4"
"4,370,26,1,19,9,12,4"
"5,370,26,1,19,1,9,3"
"5,370,26,1,19,2,18,6"
"5,370,26,1,19,3,4,1"
"5,370,26,1,19,4,11,3"
"5,370,26,1,19,5,9,3"
"5,370,26,1,19,6,7,2"
"5,370,26,1,19,7,2,1"
"5,370,26,1,19,8,2,1"
"5,370,26,1,19,9,20,6"
"6,370,26,1,19,1,11,3"
"6,370,26,1,19,2,12,4"
"6,370,26,1,19,3,9,3"
"6,370,26,1,19,4,17,5"
"6,370,26,1,19,5,19,6"
"6,370,26,1,19,6,1,1"
"6,370,26,1,19,7,5,2"
"6,370,26,1,19,8,4,1"
"6,370,26,1,19,9,2,1"
"7,370,26,1,19,1,5,2"
"7,370,26,1,19,2,15,5"
"7,370,26,1,19,3,2,1"
"7,370,26,1,19,4,18,6"
"7,370,26,1,19,5,12,4"
"7,370,26,1,19,6,7,2"
"7,370,26,1,19,7,19,6"
"7,370,26,1,19,8,3,1"
"7,370,26,1,19,9,18,6"
"8,370,26,1,19,1,20,6"
"8,370,26,1,19,2,6,2"
"8,370,26,1,19,3,9,3"
"8,370,26,1,19,4,14,4"
"8,370,26,1,19,5,2,1"
"8,370,26,1,19,6,20,6"
"8,370,26,1,19,7,17,5"
"8,370,26,1,19,8,1,1"
"8,370,26,1,19,9,6,2"
"9,370,26,1,19,1,13,4"
"9,370,26,1,19,2,6,2"
"9,370,26,1,19,3,8,2"
"9,370,26,1,19,4,16,5"
"9,370,26,1,19,5,6,2"
"9,370,26,1,19,6,8,2"
"9,370,26,1,19,7,18,6"
"9,370,26,1,19,8,1,1"
"9,370,26,1,19,9,11,3"
"10,370,26,1,19,1,11,3"
"10,370,26,1,19,2,6,2"
"10,370,26,1,19,3,16,5"
"10,370,26,1,19,4,19,6"
"10,370,26,1,19,5,17,5"
"10,370,26,1,19,6,4,1"
"10,370,26,1,19,7,1,1"
"10,370,26,1,19,8,9,3"
"10,370,26,1,19,9,6,2"
"1,371,25,3,10,1,9,3"
"1,371,25,3,10,2,18,6"
"1,371,25,3,10,3,4,1"
"1,371,25,3,10,4,1,1"
"1,371,25,3,10,5,15,5"
"1,371,25,3,10,6,1,1"
"1,371,25,3,10,7,8,2"
"1,371,25,3,10,8,7,2"
"1,371,25,3,10,9,20,6"
"2,371,25,3,10,1,16,5"
"2,371,25,3,10,2,5,2"
"2,371,25,3,10,3,3,1"
"2,371,25,3,10,4,19,6"
"2,371,25,3,10,5,14,4"
"2,371,25,3,10,6,4,1"
"2,371,25,3,10,7,10,3"
"2,371,25,3,10,8,16,5"
"2,371,25,3,10,9,14,4"
"3,371,25,3,10,1,6,2"
"3,371,25,3,10,2,12,4"
"3,371,25,3,10,3,4,1"
"3,371,25,3,10,4,20,6"
"3,371,25,3,10,5,10,3"
"3,371,25,3,10,6,10,3"
"3,371,25,3,10,7,15,5"
"3,371,25,3,10,8,14,4"
"3,371,25,3,10,9,1,1"
"4,371,25,3,10,1,11,3"
"4,371,25,3,10,2,13,4"
"4,371,25,3,10,3,12,4"
"4,371,25,3,10,4,5,2"
"4,371,25,3,10,5,4,1"
"4,371,25,3,10,6,13,4"
"4,371,25,3,10,7,2,1"
"4,371,25,3,10,8,14,4"
"4,371,25,3,10,9,10,3"
"5,371,25,3,10,1,12,4"
"5,371,25,3,10,2,13,4"
"5,371,25,3,10,3,14,4"
"5,371,25,3,10,4,9,3"
"5,371,25,3,10,5,5,2"
"5,371,25,3,10,6,12,4"
"5,371,25,3,10,7,16,5"
"5,371,25,3,10,8,4,1"
"5,371,25,3,10,9,1,1"
"6,371,25,3,10,1,8,2"
"6,371,25,3,10,2,13,4"
"6,371,25,3,10,3,13,4"
"6,371,25,3,10,4,14,4"
"6,371,25,3,10,5,8,2"
"6,371,25,3,10,6,2,1"
"6,371,25,3,10,7,20,6"
"6,371,25,3,10,8,19,6"
"6,371,25,3,10,9,3,1"
"7,371,25,3,10,1,19,6"
"7,371,25,3,10,2,12,4"
"7,371,25,3,10,3,13,4"
"7,371,25,3,10,4,14,4"
"7,371,25,3,10,5,11,3"
"7,371,25,3,10,6,4,1"
"7,371,25,3,10,7,18,6"
"7,371,25,3,10,8,1,1"
"7,371,25,3,10,9,13,4"
"8,371,25,3,10,1,6,2"
"8,371,25,3,10,2,7,2"
"8,371,25,3,10,3,17,5"
"8,371,25,3,10,4,19,6"
"8,371,25,3,10,5,4,1"
"8,371,25,3,10,6,13,4"
"8,371,25,3,10,7,14,4"
"8,371,25,3,10,8,16,5"
"8,371,25,3,10,9,12,4"
"9,371,25,3,10,1,11,3"
"9,371,25,3,10,2,15,5"
"9,371,25,3,10,3,8,2"
"9,371,25,3,10,4,4,1"
"9,371,25,3,10,5,18,6"
"9,371,25,3,10,6,1,1"
"9,371,25,3,10,7,2,1"
"9,371,25,3,10,8,17,5"
"9,371,25,3,10,9,19,6"
"10,371,25,3,10,1,8,2"
"10,371,25,3,10,2,5,2"
"10,371,25,3,10,3,7,2"
"10,371,25,3,10,4,18,6"
"10,371,25,3,10,5,1,1"
"10,371,25,3,10,6,18,6"
"10,371,25,3,10,7,11,3"
"10,371,25,3,10,8,1,1"
"10,371,25,3,10,9,16,5"
"1,372,24,3,8,1,13,4"
"1,372,24,3,8,2,18,6"
"1,372,24,3,8,3,18,6"
"1,372,24,3,8,4,1,1"
"1,372,24,3,8,5,19,6"
"1,372,24,3,8,6,2,1"
"1,372,24,3,8,7,16,5"
"1,372,24,3,8,8,8,2"
"1,372,24,3,8,9,6,2"
"2,372,24,3,8,1,10,3"
"2,372,24,3,8,2,20,6"
"2,372,24,3,8,3,20,6"
"2,372,24,3,8,4,9,3"
"2,372,24,3,8,5,2,1"
"2,372,24,3,8,6,1,1"
"2,372,24,3,8,7,13,4"
"2,372,24,3,8,8,14,4"
"2,372,24,3,8,9,16,5"
"3,372,24,3,8,1,6,2"
"3,372,24,3,8,2,9,3"
"3,372,24,3,8,3,15,5"
"3,372,24,3,8,4,4,1"
"3,372,24,3,8,5,12,4"
"3,372,24,3,8,6,9,3"
"3,372,24,3,8,7,20,6"
"3,372,24,3,8,8,19,6"
"3,372,24,3,8,9,17,5"
"4,372,24,3,8,1,11,3"
"4,372,24,3,8,2,18,6"
"4,372,24,3,8,3,11,3"
"4,372,24,3,8,4,15,5"
"4,372,24,3,8,5,7,2"
"4,372,24,3,8,6,6,2"
"4,372,24,3,8,7,18,6"
"4,372,24,3,8,8,16,5"
"4,372,24,3,8,9,19,6"
"5,372,24,3,8,1,3,1"
"5,372,24,3,8,2,3,1"
"5,372,24,3,8,3,7,2"
"5,372,24,3,8,4,2,1"
"5,372,24,3,8,5,20,6"
"5,372,24,3,8,6,4,1"
"5,372,24,3,8,7,6,2"
"5,372,24,3,8,8,4,1"
"5,372,24,3,8,9,15,5"
"6,372,24,3,8,1,10,3"
